origen,titulo,categorias,palabra_clave,votos,texto
Pintamania,EL BORRACHO Y EL POLICIA,Chistes de borrachos,NA,0,"Habia una vez un borracho que estaba sentado en la banca frente a una iglesia... derrepente le dan ganas de orinar y el borracho se coloca frente a la puerta de la iglesia a orinar pasa un policia y le dice, muy bonito no y el borracho se voltea y le dice verdad que es bello."
Pintamania,PASASTE DE BANCO,Chistes de borrachos,NA,0,Que le dice un borracho a otro da que te pasa olor a caca jajajajajas.
Pintamania,CAVLE,Chistes de borrachos,NA,0,Llega un voracho a un hotel y le dise al cajero kiero rentar un cuarrto y dise el cajero disen que sale la calavera y dise el borracho no me himporta y enrtra el borracho al cuarto y sale la calabera y dise miea mi rajada y dise el barracho pues mira la mia .
Pintamania,BORRACHOS,Chistes de borrachos,NA,0,Habia 3 borrachitos entonces se le aparece el diablo y le dice les cumplire 3 deceos tu q quieres una vieja encuerada tu un millon de pesos y tu un juego de pinpon entonces ya llega el diablo y dice ten tu vieja encuerada ten tu millon de pesos y tu q me pediste un juego de pinpon pendejo te traje unos huevos de kinkon.
Pintamania,LOS CHISTES DE NATHY,Chistes de borrachos,NA,0,Los franseses dan cabsasos respuestas sidane .
Pintamania,EL BORRACHO,Chistes de borrachos,NA,0,"Erase un borracho k va cantando x la calle:,maria de la o k desgraciaita tu eres jitana teniendolo to,y ahora sale una mujer x la ventana y le grita:pero te quieres callar k sn las 3 de la mañana y to el mundo sta durmiendo,y dice:vete x ahi,y vuelve a cantar, te kieres rei k sta lo ojito lo tenes morao de tanto sufrir,y vuelve a salir y dice: pero te kieres callar k sino llamo a la policia, y dice el borracho: k la policia va cantar mejo k yo."
Pintamania,OLOR A GATO SRNOSO,Chistes de borrachos,NA,0,Que le dise un policia a un ombre estas detenido.
Pintamania,SUICIDA,Chistes de borrachos,NA,0,"Un borracho llega a su casa y le dice a su mujer:-me voy a tirar por la ventana.y dice la mujer:-da igual,vivimos en un bajo. y dice el hombre:-pues me tiro 15 o 16 veces.."
Pintamania,LUCAS ESTROGO,Chistes de borrachos,NA,0,Felisitasiones as ganado 1000.0000 de pesos y un auto sitecho negro ¡jajajajajaja caiste boludo pendejo!.
Pintamania,DOS CHOBORRAS BIEN CHOBORRA,Chistes de borrachos,NA,0,Estaban dos borrachos uno se llamaba soretito y el otro soretote un dia soretito y otro soretote un dia soretito se fue a un bosqe a cagar y soretote lo siguio y le pregunto puedo cagar co vos si le dijo soretito veni aca pero sentate lejos y soretote vio dos manos y pies ensima de la bosta de soretiti y le dijo no para para de cagar qe pariste un soretito junior y soretito dijo no es el sapo qe mate con el olor y lo diondo qe estoy despues de tres horas soretito le dijo a soretote veni y vijata porqe el sapo murio soretote se hacerco y dijo uuuuuuuuufffffffff qe olor creo qe se pudrio mi nariz .
Pintamania,NO AMI NO ME GUTA EL POLLO,Chistes de borrachos,NA,0,"Habia tres ladrones que iban a ir a robar un pollo, lo roban y cuando vuelven, el jefe de los ladrones dice. tu que te llamas Zapata te toca la pata del pollo, Tu que te llamas Santala te toca el ala, y tu que te llamas Santulo te toca el c. NO PERO A MI NO ME GUTA POLLOOOOOOOO."
Pintamania,BORRACHITOS,Chistes de borrachos,NA,1,HABIA UNA VEZ UNA SEÑORA BORRACHA KE SE AKOSTO KON UN CHITO KEDO EN EMBARAZO Y NACIERON BORRACHITOS...jujujujuju.
Pintamania,PISCINA,Chistes de borrachos,NA,0,Van a una piscina tres borrachos y uno de los borracho dice galleta yla piscina se convierte la piscina de galleta otro dice elado y la piscina se convierte de elado otro se cae y dice ierda y la piscina se combierte en mierda xdxdxdxd.
Pintamania,BATMAN Y ROBIN,Chistes de borrachos,NA,0,"Batman y Robin , van a una fiesta. Batman se emborracha totalmente al punto que no podia tenerse en pie y en este estado le dice a Robin: - CHICO MARAVILLA, ESTOY BORRACHO, TENDRÁS QUE CONDUCIR EL BATIMÓVIL HASTA LA BATICUEVA. Robin que nunca habia podido conducir el Batimóvil y se moria de ganas, se puso recontento y lo hizo. Puso primera y arrancó como una bala, luego puso segunda, tercera, cuarta, quinta, volaba, en las curvas volvia a segunda, tercera, cuarta, y así hasta que llegaron a la baticueva. Entonces Batman le dice: - ROBIN, DAME UN BESO. - SANTAS MARICONADAS BATMAN, ¿QUÉ TE SUCEDE?, REALMENTE TE PASASTE DE COPAS. - ¡YA ROBIN! TU SABIAS PERFECTAMENTE QUE EL BATIMÓVIL ES AUTOMÁTICO."
Pintamania,ARBOL Y BORRACHO,Chistes de borrachos,NA,0,¿k diferencias ay entre un arbol Y UN BORRRRACHO?K EL ARBOL COMIENSA EN EL SUELO Y TERMINA EN LA COPA Y EL BORRRACHO COMIENSA EN LA COPA Y TERMINA EN EL SUELO JHAJHAJHAJHA.
Pintamania,BALLENA,Chistes de borrachos,NA,0,Avia una ves un borrachon que estaba gritando en la playa una ballena entonses todos se salen de agua asustados y llegan dos policias y le dice aver borrachito donde esta la ballena y el borachon le dise cual ballena pues la que usted dice dijo el policia no esque se me acaba de caerdos botellas al agua y una ba llena.
Pintamania,ONOMATOPEYA,Chistes de borrachos,NA,0,!bueno habia una vez un borrachito que iva cruzando la calle y viene un carro y le dice:o-no-ma-to-pe-ya .
Pintamania,EL AVION,Chistes de borrachos,NA,0,Habia una vez tres borrachos que saltaron de un avion uno de alemania dijo:yo salto por mi esposa!!! y salto el otro que era de inglaterra dijo: yo me tiro por la reina de inglaterra y se tiro y el otro chileno dijo: yo me tiro por leso!!! jajajajajajajajja.
Pintamania,EL BLORRACHO EN LA MICRO,Chistes de borrachos,NA,0,Habia una ves un curado en una micro i abia una vieja y el curao le dijo señora se le salio la guagu y la señora dijo donde donde si yo no tengo ninguna guagua y el curado le dise esa po señora eso no es una guagua no curao tonto se me salio una pechuga.
Pintamania,LOL,Chistes de deportes,NA,30,Había una persona tan tonta que se murio.
Pintamania,BARCELONA,Chistes de deportes,NA,30,Que tienen en común el barcelona y un belen : que los dos tienen muchas figuras pero no se mueve ni una.
Pintamania,EL FUTBOLISTA,Chistes de deportes,NA,22,Habia un jugador de futbol que siempre se bañaba antes de los partidos y otro jugador le pregunta porque te bañas siempre antes de los partidos y le contesta porque el entrenador me dice que juegue limpio.
Pintamania,CICLISTA TEMERARIO,Chistes de deportes,NA,24,Este eraun niño q manejaba bici y le dice a su madre !mama! sin manos solto el timon mama;mama sin piernas separando los pies del pedal en eso se cae de cara; se levanta y dice: !mama! sin dientes.
Pintamania,EL MACARRA Y EL LLORICA,Chistes de deportes,NA,20,ESTO ES UN MACARRA QUE VE A UN CRIO LLORANDO Y LE DICE ¿QUE TE PASA ? Y LE DICE QUE MI ABUELA SE A CAIDO DE UN 6 Y SE A IDO AL CIELO Y DICE EL MACARRA JOE COMO REBOTA LA VIEJA.
Pintamania,EL NIÑO QUE MARCA EN PROPIA.,Chistes de deportes,NA,22,Llega un niño a su casa y le dice a su padre: -papá hoy en el partido de fútbol he metido 4 goles El padre le pregunta: -¿Y como habeis quedado? Hemos perdido 3 a 1..
Pintamania,CATALANES,Chistes de deportes,NA,21,Tu sabes un catalan cuando tiene frio?se arrima a la estufa y cuando tienen mucho mucho mucho frio?casi la encienden.
Pintamania,EL BELEN,Chistes de deportes,NA,21,Como se llaman los havitantes de belen.I dice uno:belecianos nooo figuritas..
Pintamania,DOS HOMBRES,Chistes de deportes,NA,20,Avia una ves dos hombres y le dijo tu señora cuanto tiene? y el respondio 75 a y tu hijo? 7 y tu 73 aaaaah y fueron a comprar boletos para andar en caballos y le toco el numero 7 y saco en numero 7.
Pintamania,LA IGLECIA,Chistes de deportes,NA,20,En tiempos muy remotos cuando no existia ni una sola moto un motorisado se estrello frente a una iglesia el padre dijo oremos el entendio cagemos entonses se bajo os pantalones hasta las rodillas y indundo todas las sillas el padre dijo este hombre esta loco y el entendio que a cagado muy poco se bajo los pantalones hasta los tobillos y indundo todos los canecillos el que nado se salvo y el que no mierda trago .
Pintamania,SPIDERMAN,Chistes de deportes,NA,21,Por k se murio spider man R= POR UN PIQUETE DE MOSKITO.
Pintamania,A.D.I.D.A.S.,Chistes de deportes,NA,20,HABIA UN SEÑOR Y LE DICE A UNA PERSONA QUE QUIERE DECIR A.D.I.D.A.S Y LA PERSONA LE DICE QUIERE DECIR ASOCIACION DE IDIOTAS DISPUETOS A SUPERARSE .
Pintamania,DEPORTISTA,Chistes de deportes,NA,21,Habia una vez un jugador de futbol tan pero tan tan bobo que en vez de ponerse guayos se ponia pantunflas.
Pintamania,2 NALGAS,Chistes de deportes,NA,21,K le digo una nalga a otra k mierrda esta pasando por nosotras.
Pintamania,HAY SI FUERAS CUBANO,Chistes de deportes,NA,21,Porque en cuba no hay pisinas -Porque todos los que saben nadar se han ido.
Pintamania,CABAÑAS,Chistes de deportes,NA,21,Que le paso al América y a Toluca.................... que los dos se quedaron sin cabañas.
Pintamania,JAPONES,Chistes de deportes,NA,20,como se dice en japones carro respuesta esta chido tu zuru..
Pintamania,LUCAS TENISON,Chistes de deportes,NA,20,"Felisitasione as ganado undepartamento con tele plana y pisina,micro onda,eladera,trofeos poker,mesa ancha con 46 sillas computadora una portati,tiene interned aire estufa banio camas copas libros toallas sillon,un auto con chicas rubias jobenes y 100.ooooooo de dolares y una moto y una asistente muy linda rubia y joben y chimeneaaaa...una caña de pescar y una lancha un roguailer y un doverman y que te come el culito y una bieja que te asaje en todo el cuerpo y un control para la casa rega eletrica dvd y un lled y 300 helados por un mes y un barril de lleno de bino 9000.00000000000 y si te mordes te ganas mas cosas de lo que pensaste jajajajajaja ca iste pelotudo."
Pintamania,Q ES,Chistes de amigos,NA,10,¿QUE ES BERDE Y HUELE A PINTURA PINTURA VERBE  .
Pintamania,TOMA TOMA,Chistes de amigos,NA,10,Eto son dos amigos k ban a un bar i le dise uno al otro oye k me duele la espalda i me pongo agua caliente en la espalda dise el otro amigo nooo ponte el gato en la espalda ba po la noxe se lo pone el gato le aruya dise pos entoce clavate los cuernos del toro dise el amigo pero k ya los tengooooo.
Pintamania,CHISTE VIEJA METICHE,Chistes de amigos,NA,10,"Abre la caja, saca el ceviche, vieja metiche ."
Pintamania,LA LORITA QUE REPETIA TODOS LO QUE ESCUCHABA,Chistes de amigos,NA,9,"Había una vez una lorita que repetía todo lo que escuchaba, una vez un muchacho la robo. Entonces dice la señora: ¿Quién me robo? Entonces dice:  yo fui. Eso se le quedo grabado a la lorita. Después una señora le dijo a su hijo que le fuera a comprar una libra de papa, entonces para que al niño no se le olvidabase decía: pon media libra de papa. Al poco tiempo paso una pareja,  el muchacho le dice a la muchacha: camina rápido o sino la dejo,  entonces sale la muchacha y dice: si me llevas en tu moto voy. Al otro día se murio un señor, entonces sale la señora quien mato al señor sale la lorita yo fui  ."
Pintamania,EL BOSQE,Chistes de amigos,NA,2,Qe le dijo un bosqe al otro bosqe bosqen soyyyyyyy jjjjaaajjjaaa...........
Pintamania,LAS VERDADERA AMISTAD,Chistes de amigos,NA,1,"Dice: si tu lloras, yo lloro si tu ries, yo rio y si ¡tu te tiras por la venta..! yo me sigo riendo..."
Pintamania,AMERICANO Y MEXICANO,Chistes de amigos,NA,1,Estaban 1 americano y un mexicano.el americano se cay ael ugua y grita help help y el mexicano dice gel notengo pero si quieres shanpoo.
Pintamania,TRES AMIGOS,Chistes de amigos,NA,0,"Habian tres amigos q estaban en un avion, entonces el avion empieza a fallar, el primero dice: diosito, diosito por favor quiero caer en mucha paja, se tira y cae en paja, el segundo dice: diosito, diosito yo quiero caer en colchones, se tira y cae en colchones, el tercero q era medio gago dice: diosico, diosico, y diosito lo manda de hocico...jajaja."
Pintamania,EL AMIGO CARACOL,Chistes de amigos,NA,0,El amigo caracol te va a dar una flor pero quien se robo la flor noo se metio en un rabiol.... soy la poesia numero 1.
Pintamania,EL FUNERAL,Chistes de amigos,NA,1,Hola juan hoy vas a ir al funeral de tu suegra no jefesito primero el trabajo y despues la diversion.
Pintamania,EL FANTASMA DE LA OPERA,Chistes de amigos,NA,0,"Habian un chino,un catalan y un frances;y van a un hotel.Y el chino va a su habitacion y oye:'SACATE LA ROPA QUE TE VOY A COMER'y se tira por la ventana.Despues al frances y el catalan les pasa lo mismo.El mayordomo se va a ver porque todo el mundo que va se tira y encende la luz y ve a un mono con un platano diciendo'SACATE LA ROPA QUE TE VOY A COMER'.."
Pintamania,MAMA CUCUCU,Chistes de amigos,NA,0,Era una mama q lo queria perder a su hijo fue al doctor y le dijo doctor q puedo hacer para perdelo tome 10 litros de agua y la señora se tomo lo q dijo el doctor y el niño dijo mama clu clu clu clu clu clu clu clu clu clu clu ............................
Pintamania,QUE LE DIJO UNA POMPI OTRA P,Chistes de amigos,NA,1,Que le dijo una pompi a otra pompi no te pases de la raya.
Pintamania,FIEBERE,Chistes de amigos,NA,1,primer acto: un amigo bailando con fiebre segundo acto: el mismo hombre bailando tercer acto:sigue bailando como se llama la pelicula: fiebre de baile   .
Pintamania,MI HERMANA,Chistes de amigos,NA,0,En una fiesta de amigos una madre le dice a mi hermana tienes ambre no pero abisame cuando tenga ambre ja ja ja.
Pintamania,EL MUCHACHO =P,Chistes de amigos,NA,0,"Una vez un muchacho llamado Ychigo pero le dicen Chicago,y ese dia salio a dar un paseo y dijo:voy de paseo pero su mama dijo:nooo!,no vallas al espacio y despues ella dijo:Santa Maria madre de Dios! y se desmayo pero Ychigo se fue a dar un paseo y dijeron sus amigos:Ychigo es Chicago,Chi es Chillon y cago es cagon,hahahaha!!! fin de Ychigo o deba decir Chicago.."
Pintamania,TRES INTELIGENTES??? NOOOO,Chistes de amigos,NA,1,"Habian tres amigos: un colombiano, un chileno y un peruano, de pronto a los tres se les cae la billetera y estaban en el 5º piso sde un edificio entonces el colombiano dijo:'por mi patria por mi tierra me tirom de las escaleras' y el colombiano se tiro y se mato. luego el chileno dijo:'por mi patria por mi tierra me tiro de las escaleras' y se tiro y se mato y a lo ultimo estaba el peruano que dijo:'por mi patria por mi tierra me bajo las escaleras' y bajo tranquilamente a rec ojer su billetera.jajajajajajajajajajajajaj."
Pintamania,EL DRILO,Chistes de amigos,NA,2,Havia una vez un cocodrilo que saltu un arvusto de moras y vino un niño y ledijo puedo ser tu amigo cocodrilo si pero dime drilo porque los cocos se me quedaro en el arvusto de moras..
Pintamania,TENEDOR Y TORTILLA,Chistes de amigos,NA,1,Q le dice la tortilla al tenedor? no me pinches q tengo mas huevos q tu .
Pintamania,LA FIESTA.,Chistes de amigos,NA,0,"Esto es un hombre que va a una fiesta, pero va desnudo con una flor en el culo y la señora de la fiesta pregunta: ¿de que va vestido ustez?,puesvoy vstido de culoflor.."
Pintamania,LAS PONPIS,Chistes de amigos,NA,0,Que le dijo una ponpi a otra ponpi no te pases de la ralla.
Pintamania,LOS HERMANOS CON NOMBRE,Chistes de amigos,NA,1,Habia una vez 3 hermanos uno se llamaba : tonto/otro se llamaba : ninguno y el otro se llamaba : nadien.... un dia ivan los 3 caminando y ninguno se callo a un presipisio y su hermano nadien lo estaba ayudando y el otro hermano : tonto se fue corriendo a pedir ayuda y ve un policia y le dice : policia policia ninguno se callo a un presipicio y nadien lo esta ayudandando el policia le dice : usted es tonto . el responde: si mucho gusto ... jajajaja.
Pintamania,CHISTE DECIERTO,Chistes de amigos,NA,0,Avia una ves unos muchachos que su carro se les quedo en el decierto y pues cada uno se estaba llevando algunas cosas del carro para sobrebibir y pues uno se llevo una llanta para irse arriva otro se llevo el tanque del ajua para tomarsela y otro una puerta y sus amigos dijeron una puerta para que pues para cuando me de calor le bajo a la bentana.
Pintamania,SALTO A LA MURALLA CHINA,Chistes de amigos,NA,0,"Estaban 1 mexicano,un estadounidense,y un indito luego salto el mexicano cato acostado salto el indito callo sentado luego salto el estadounidense se echo un pedo y callo parado luego dijo el indito el aser trampa tener motor en la cola."
Pintamania,TAREA,Chistes de amigos,NA,1,Habia un niño que se llamaba tarea fue ala escuela y la profesora dijo tarea para la casa y el niño se fue.
Pintamania,EL MARIQUA,Chistes de amigos,NA,0,Hufduhfu89tg bu9uyu8i0hpuo9louo4i jj.
Pintamania,EL CIEN PIES,Chistes de amigos,NA,0,"Era un amigo, y sus amigos que estaban jugando al futbol, eran el cadiz contra el madrid... hasta que un jugador estaba apunto de meter un gol pero no pudo, hasta dentro de un rato que no metian un gol y ya estaba acabando el partido ,despues llego un cien pies y dijo veras os metere un gol, el cien pies estaba en el equipo del cadiz y el cien pies metio un gol y dijo un jugador del cadiz y porque no habia llegado antes? y dijo otro porque tardo en ponerse las botas¡¡¡ jejejjejejejejeje y fin... .."
