"word";"N";"list_sugerence_first";"list_sugerence_all"
"sagrada";"1";"sagrada";"sagrada,sargada,agrada,sangrada,sagradas,sagrado"
"sal";"2";"sal";"sal,las,al,sala,sale,salo,saló,salí,salá,salé,sel,sao,sol,sil,san"
"sala";"1";"sala";"sala,salá,lasa,dala,sal,ala,salea,salar,salia,salan,salas,salsa,salta,salla,salad"
"saldos";"1";"saldos";"saldos,salsos,saldo,salados,salidos,saludos,saldas,saldes,sardos,salios,caldos,saltos,salmos,salvos,jaldos"
"sale";"7";"sale";"sale,salé,dale,sal,ale,salea,salee,saleo,salen,sales,salce,salte,salle,salde,salme"
"salen";"2";"salen";"salen,sale,salean,saleen,salten,sallen,salden,salmen,salven,salea,salan,salee,saleo,sanen,sales"
"sales";"1";"sales";"sales,dales,salea,sale,salesa,saleas,salees,salces,saltes,salles,saldes,salmes,saleps,sables,salves"
"salfumán";"1";"salmarán";"salmarán"
"salgo";"2";"salgo";"salgo,salgó,salo,algo,salego,salga,saleo,sargo,salio,silgo,salso,salto,sallo,saldo,salmo"
"salía";"1";"salia";"salia,salía,salís,salí,sala,salían,salías,salea,salsa,salta,salla,salda,salma,salpa,palía"
"salida";"1";"salida";"salida,saluda,salid,salia,salda,salidas,salada,salido,solida,salina,sabida,saliva,valida,sal ida,sal-ida"
"salido";"2";"salido";"salido,solida,saludo,salid,salio,saldo,salidos,salida,salado,solido,salino,sabido,balido,salivo,valido"
"saliendo";"2";"saliendo";"saliendo,soliendo,sabiendo,valiendo"
"salió";"2";"salio";"salio,salió,saló,alió,salivó,alisó,salia,saleó,salir,sació,saltó,salló,salid,saldó,salmó"
"salir";"7";"salir";"salir,asalir,salia,salar,salio,salid,salió,sal ir,sal-ir"
"salmón";"1";"salmó";"salmó,salman,salmen"
"salón";"3";"saló";"saló,salan,salen"
"salsa";"2";"salsa";"salsa,salas,salda,sala,salsea,salesa,salsas,salea,salso,salia,sansa,salta,salla,salma,salpa"
"saltan";"1";"saltan";"saltan,lastan,salta,salan,asaltan,saltean,salten,salean,saetan,saltar,saltas,sallan,saltad,saldan,salman"
"saltando";"1";"saltando";"saltando,lastando,saltado,salando,asaltando,salteando,saleando,saetando,soltando,sallando,saldando,salmando,salgando,faltando,salvando"
"saltar";"1";"saltar";"saltar,lastar,sartal,salta,salar,altar,saltara,asaltar,saltare,saltear,saltará,saltaré,salear,saetar,soltar"
"saltaremos";"1";"saltaremos";"saltaremos,saltáremos,lastaremos,salaremos,asaltaremos,saltearemos,salearemos,saetaremos,soltaremos,saltarelos,sallaremos,saldaremos,salmaremos,salgaremos,faltaremos"
"salte";"1";"salte";"salte,salté,laste,sale,saltea,asalte,saltee,salteo,salten,saltes,salute,salteó,salteá,salteé,salta"
"salto";"1";"salto";"salto,saltó,lasto,salo,sato,alto,asalto,salteo,saltos,altos,salta,salte,saleo,saeto,salio"
"salud";"1";"salud";"salud,salid,alud,saluda,salude,saludo,saludó,saludá,saludé,salad,talud"
"saludo";"1";"saludo";"saludo,saludó,salido,salud,saldo,aludo,saludos,saluda,salado,salude,sacudo,saludá,saludé,salud o"
"salvaré";"2";"salvare";"salvare,salvaré,valsaré,salvar,salaré,salivaré,salvara,salearé,calvaré,saltaré,sallaré,saldaré,salmaré,malvaré,salgaré"
"salvo";"1";"salvo";"salvo,salvó,valso,salo,salivo,salvos,salva,salve,saleo,salio,salso,calvo,salto,sallo,saldo"
"san";"2";"san";"san,dan,sana,asan,sane,sean,sano,osan,usan,sanó,sían,saná,sané,sen,sao"
"sandalias";"1";"sandalias";"sandalias,sandalia,andalias,sandalinas,san dalias,san-dalias"
"sangrar";"1";"sangrar";"sangrar,sangra,sangrara,sangrare,sangrará,sangraré,sangran,sangras,sangrad"
"sangre";"6";"sangre";"sangre,sangré,sangren,sangres,sangra,sanare,sangro,sangró,sangrá"
"sanidad";"1";"sanidad";"sanidad,anidad,santidad,vanidad"
"santo";"1";"santo";"santo,sano,sato,santos,santa,saneo,saeto,nanto,sanso,canto,tanto,salto,manto,sanjo,san to"
"saque";"1";"saque";"saque,saqué,saquea,asaque,saquee,saqueo,saquen,saques,saqueó,saqueá,saqueé,seque,raque,naque,taque"
"saquito";"1";"quito";"quito"
"sartén";"1";"sarta";"sarta"
"satanás";"2";"satinás";"satinás,batanás,satanÃ¡s"
"satisfecho";"1";"satisfecho";"satisfecho,satisfechos,satisfecha,satis fecho,satis-fecho"
"scottex";"1";"escote";"escote"
"se";"353";"se";"se,sé,es,de,e,sea,ase,ese,ser,seo,ose,sen,ses,set,sel"
"sé";"19";"se";"se,sé,asé,osé,sés,usé,so,si,su,vé"
"sea";"3";"sea";"sea,esa,aes,ses,se,ea,asea,sera,osea,sean,sena,seas,seca,seta,seda"
"seas";"4";"seas";"seas,esas,sea,ses,aseas,seras,oseas,senas,secas,setas,sedas,sepas,segas,ases,reas"
"sección";"1";"seccione";"seccione"
"seco";"1";"seco";"seco,secó,ceso,sexo,seo,eco,seico,secos,sueco,ecos,seca,saco,seno,seso,seto"
"secretaria";"3";"secretaria";"secretaria,secretaría,secretara,secretarias,secretario,secretoria,secreta ria,secreta-ria"
"secretarias";"1";"secretarias";"secretarias,secretarías,secretarais,secretaria,secretaras,secretarios,secretorias"
"secundaria";"1";"secundaria";"secundaria,secundaría,secundara,secundarias,secundario,secunda ria,secunda-ria"
"seducir";"1";"seducir";"seducir,deducir,educir,seducirá,seduciré,reducir,seducid"
"seguía";"2";"seguía";"seguía,seguís,seguí,seguían,seguías,segura,se guía,se-guía,seguí a"
"seguida";"1";"seguida";"seguida,seguid,seguidas,seguidla,seguido,segunda,se guida,se-guida,seguid a"
"seguir";"1";"seguir";"seguir,segur,seguirá,seguiré,seguid"
"seguirle";"1";"seguirla";"seguirla,seguirlo,seguirse,seguirte,seguirme,seguir le,seguir-le,seguir"
"según";"1";"segÃºn";"segÃºn"
"segunda";"1";"segunda";"segunda,segundá,segundar,segundan,segundas,segundad,segunde,segundo,seguida,secunda,segundó,segundé"
"segundo";"10";"segundo";"segundo,segundó,segundos,segunda,segando,segunde,seguido,negundo,secundo,segundá,segundé"
"segundos";"2";"segundos";"segundos,segundo,segundas,segundes,seguidos,negundos,segundás"
"seguridad";"2";"seguridad";"seguridad"
"seguro";"2";"seguro";"seguro,segur,aseguro,seguros,suegro,segura,se guro,se-guro,seg uro,seg-uro,segur o"
"seis";"1";"seis";"seis,séis,deis,seos,ses,sis,seise,semis,seáis,sise,seas,sois,neis,sets,beis"
"selva";"1";"selva";"selva,salve,selvas,salva,relva,silva,sella,melva,sel va,sel-va"
"semáforos";"1";"semÃ¡foros";"semÃ¡foros"
"semana";"9";"semana";"semana,mesana,emana,semanas,semanal,remana,se mana,se-mana"
"semanales";"1";"semanales";"semanales,seminales,semana les,semana-les,semanal es,semanal-es"
"semanas";"1";"semanas";"semanas,mesanas,semana,emanas,remanas,semanal,se manas,se-manas"
"sembrando";"1";"sembrando";"sembrando,sembrado,sombrando"
"sembrar";"2";"sembrar";"sembrar,sembrara,sembrare,sembrará,sembraré,sombrar,nembrar,semblar,lembrar,sembrad,membrar"
"semen";"1";"semen";"semen,mesen,remen,temen,seden,sumen,femen,Yemen"
"sencillo";"2";"sencillo";"sencillo,sencillos,sencilla"
"sensacional";"1";"sensacional";"sensacional"
"sensibles";"1";"sensibles";"sensibles,sensible"
"sentada";"1";"sentada";"sentada,tensada,dentada,sentad,senada,entada,asentada,sentadas,sentara,rentada,sentado,sentida,tentada,mentada,sentaba"
"sentado";"2";"sentado";"sentado,tensado,dentado,sentad,senado,entado,asentado,sentando,sentados,sentada,rentado,sentido,tentado,mentado,ventado"
"sentados";"1";"sentados";"sentados,tensados,dentados,sentado,sentaos,senados,entados,asentados,sentadas,rentados,sentidos,tentados,sentamos,mentados,ventados"
"sentamos";"1";"sentamos";"sentamos,tensamos,dentamos,sentaos,asentamos,sentíamos,sentemos,rentamos,sentimos,sintamos,tentamos,sentados,mentamos,ventamos,sen tamos"
"sentarnos";"1";"sentirnos";"sentirnos,tentarnos,sentar nos,sentar-nos,aventarnos,orientarnos,calentarnos,inventarnos"
"sentarse";"1";"sentarse";"sentarse,sentares,tensarse,dentarse,sentare,sentase,asentarse,rentarse,sentirse,tentarse,mentarse,ventarse,sentar se,sentar-se"
"sentimiento";"1";"sentimiento";"sentimiento,asentimiento,sentimientos,sentamiento"
"sentimos";"1";"sentimos";"sentimos,asentimos,sentamos,sentemos,sentiros,sentidos,mentimos,sen timos,sen-timos"
"sentó";"1";"sentó";"sentó,tensó,dentó,asentó,rentó,tentó,mentó,ventó,sentí,sentá,senté"
"señal";"3";"sedal";"sedal"
"señor";"35";"seor";"seor"
"señora";"23";"seora";"seora,seÃ±ora"
"señoras";"2";"seoras";"seoras,asesoras,asesoraras,asesora"
"señores";"3";"seores";"seores,orenses"
"señoría";"2";"seÃ±orearía";"seÃ±orearía"
"señorita";"3";"seÃ±orita";"seÃ±orita"
"señoritas";"1";"seÃ±oritas";"seÃ±oritas"
"sepa";"2";"sepa";"sepa,pesa,sea,serpa,sepia,sepan,sepas,sapa,sera,sopa,sena,seca,cepa,seta,seda"
"separado";"4";"separado";"separado,repasado,deparado,separad,separador,separando,separados,separada,reparado,se parado,se-parado,separa do,separa-do,separad o"
"separaría";"1";"separaría";"separaría,repasaría,depararía,separara,separarían,separarías,repararía,se pararía,se-pararía"
"separarnos";"1";"se pararnos";"se pararnos,se-pararnos,separar nos,separar-nos,pararnos,sembrarnos,serenarnos,separar"
"separarse";"1";"separarse";"separarse,separares,repasarse,depararse,separare,separase,repararse,se pararse,se-pararse,separar se,separar-se"
"separe";"1";"separe";"separe,separé,pesare,repase,depare,separen,separes,separa,repare,separo,sopare,secare,sedare,segare,separó"
"sepas";"1";"sepas";"sepas,pesas,sepa,seas,serpas,sepias,sapas,seras,sopas,sepan,senas,secas,cepas,setas,sedas"
"ser";"26";"ser";"ser,res,set,se,sera,seer,eser,seor,sea,seo,sor,sen,ses,ter,sel"
"sera";"1";"sera";"sera,seta,ser,sea,era,seora,osera,seria,serna,seras,serpa,serba,sería,eras,sora"
"será";"5";"sera";"sera,ser,erá,serrá,seriá,erás,secá,sedá,merá,segá,verá"
"seran";"1";"serna";"serna,sera,sean,eran,serano,serian,seras,secan,sedan,meran,sepan,serrana,serraran,serrano,seriaran"
"serán";"1";"verán";"verán,serrarán"
"seres";"1";"seres";"seres,serse,eres,seores,series,seras,sores,senes,seles,sedes,meres,sebes,veres,se res,se-res"
"sergio";"1";"serio";"serio,ergio,serbio,servio"
"seria";"2";"seria";"seria,seriá,sería,sera,aseria,seriar,serian,serias,serial,seriad,serbia,servia,serie,serio,siria"
"sería";"1";"seria";"seria,seriá,sería,sera,ería,serías,servía,erías,serna,serpa,serba,vería,hería"
"seríamos";"1";"seriamos";"seriamos,servíamos,serramos,veríamos,heríamos"
"serian";"2";"serian";"serian,seria,aserian,serien,seriar,serias,serial,seriad,ferian"
"serio";"2";"serio";"serio,serió,aserio,serios,serbio,servio,serijo,seria,serie,sirio,cerio,ferio,servo,seriá,serié"
"serpiente";"2";"serpiente";"serpiente,serpientes"
"servicios";"1";"servicios";"servicios,servicio,servicias,servicies,serviciás,ser vicios,ser-vicios"
"servírselas";"1";"servírselas";"servírselas,servírsela,servírselos,servírtelas,servírmelas,hervírselas"
"setecientas";"1";"setecientas";"setecientas,setecientos"
"sexo";"6";"sexo";"sexo,seco,seo,sexos,sexto,sexmo,seno,nexo,seso,seto,sedo,sebo,sexy"
"sexual";"9";"sexual";"sexual,asexual"
"shampoo";"1";"hampo";"hampo"
"shore";"1";"chore";"chore"
"si";"122";"si";"si,is,di,su,so,sin,sis,sil,psi,se,ni,ti,mi,pi,vi"
"sí";"35";"si";"si,sía,así,se,so,su,sé"
"sida";"1";"sida";"sida,suda,soda,sisa,ida,asida,sidra,sidas,idas,asid,seda,sira,sido,sita,sima"
"sido";"3";"sido";"sido,sudo,siso,ido,asido,sidos,idos,sida,sedo,siro,sino,nido,sito,silo,mido"
"siempre";"11";"siempre";"siempre,siembre,si empre,si-empre"
"siendo";"3";"siendo";"siendo,asiendo,riendo,siento,tiendo,viendo,hiendo,sien do,sien-do"
"sienta";"1";"sienta";"sienta,dienta,siena,asienta,sienita,sientan,sientas,siente,siento,siesta,tienta,lienta,mienta,vienta,sien ta"
"siéntate";"1";"siÃ©ntate";"siÃ©ntate"
"siente";"2";"siente";"siente,diente,siete,asiente,sienten,sientes,silente,sienta,siento,tiente,miente,viente,si ente,si-ente,sien te"
"siento";"6";"siento";"siento,diento,asiento,sienta,siente,ciento,tiento,liento,siendo,miento,viento,sien to,sien-to"
"siete";"3";"siete";"siete,diete,sirte,siente,sietes,saete"
"sietemesinos";"1";"sietemesinos";"sietemesinos,sietemesino,sietemesinas"
"sigan";"3";"sigan";"sigan,signa,digan,siga,siegan,sirgan,signan,singan,silgan,singa,sigas,sisan,ligan,migan"
"sigas";"1";"sigas";"sigas,digas,sogas,siga,siegas,sirgas,signas,singas,siglas,silgas,sigmas,sagas,segas,siras,sigan"
"sige";"1";"signe";"signe,sigue,siga,rige,sigo,sise,si ge,si-ge"
"siglo";"1";"siglo";"siglo,silgo,sigo,silo,sigilo,singlo,siglos,sigla,signo,siclo"
"signo";"1";"signo";"signo,signó,singo,digno,sigo,sino,asigno,signos,signa,signe,siglo,signá,signé"
"sigo";"1";"sigo";"sigo,digo,siego,sirgo,signo,singo,siglo,silgo,siga,siro,sino,siso,sito,silo,ligo"
"sigue";"6";"sigue";"sigue,siegue,sirgue,siguen,singue,sigues,silgue,signe,ligue,migue"
"sigues";"1";"sigues";"sigues,sigue,siegues,sirgues,singues,silgues,siguen,signes,ligues,migues"
"siguiendo";"1";"siguiendo";"siguiendo"
"siguiente";"4";"siguiente";"siguiente,siguientes"
"siguientes";"1";"siguientes";"siguientes,siguiente"
"sííí";"1";NA;NA
"siiii";"1";NA;NA
"siiiii";"1";NA;NA
"silla";"3";"silla";"silla,solla,asilla,sillar,sillas,salla,sella,cilla,tilla,milla,pilla,silba,billa,silga,sigla"
"sillas";"1";"sillas";"sillas,sollas,silla,asillas,sallas,sellas,sillar,cillas,tillas,millas,pillas,silbas,billas,silgas,siglas"
"sillín";"1";"sillÃ­n";"sillÃ­n"
"simón";"2";"simÃ³n";"simÃ³n"
"sin";"23";"sin";"sin,nis,din,son,si,in,sien,sino,san,sen,nin,sis,sil,pin,gin"
"sincero";"2";"sincero";"sincero,sinceró,sincro,sinceros,sincera,sincere,sincerá,sinceré,sin cero,sin-cero"
"sino";"1";"sino";"sino,dino,sin,sinos,singo,signo,sano,seno,siro,siso,sito,tino,silo,lino,sido"
"síntomas";"1";"sÃ­ntomas";"sÃ­ntomas"
"sinvereste";"1";"invertiste";"invertiste,interesaste,resistente,investir"
"siquiatra";"1";"siquiatra";"siquiatra,siquiatras,psiquiatra"
"siquiera";"4";"siquiera";"siquiera,siguiera,si quiera,si-quiera"
"sirve";"3";"sirve";"sirve,sirven,sirves,sirva,sirvo,sirte,sirle"
"sitio";"1";"sitio";"sitio,sitió,sirio,sito,sitios,sitia,sitie,litio,simio,pitio,sitiá,sitié,sitúo"
"sitios";"1";"sitios";"sitios,sirios,sitio,sitos,sitias,sities,litios,simios,pitios,sitiás"
"sobre";"11";"sobre";"sobre,sobré,sorbe,sobe,obre,sobare,sobren,sobres,sombre,obres,sobra,sabre,robre,sobro,cobre"
"sobrenatural";"1";"sobrenatural";"sobrenatural,sobre natural,sobre-natural"
"sobretodo";"1";"sobretodo";"sobretodo,sobretodos,sobremodo,sobre todo,sobre-todo"
"socorro";"1";"socorro";"socorro,socorros,socorra,socarro,socorre,socorrí,socorré,so corro,so-corro"
"sofá";"2";"fosá";"fosá,soná,solá,mofá,sopá,sobá,bofá,sofocá"
"sois";"2";"sois";"sois,sis,siso,seis,séis,so is,so-is"
"sol";"5";"sol";"sol,los,sil,so,sola,solo,soló,solá,solé,sal,sel,sor,rol,son,col"
"sola";"4";"sola";"sola,solá,losa,salo,sol,ola,asola,solea,solar,solas,solla,solad,sopla,solfa,solaz"
"sóla";"1";"sola";"sola,solá,saló,sala,sula"
"solamente";"1";"solamente";"solamente,sosamente,so lamente,so-lamente,sola mente,sola-mente"
"soldado";"2";"soldado";"soldado,soldad,solado,asoldado,soldador,solidado,soldando,soldados,soldada,saldado,soleado,roldado,sondado,soltado,toldado"
"solo";"15";"solo";"solo,soló,loso,dolo,silo,sol,asolo,soleo,solio,solos,soplo,sola,salo,soro,rolo"
"sólo";"8";"solo";"solo,soló,salo,silo"
"solte";"1";"solté";"solté,salte,solee,soltó,soltá,sol te,sol-te"
"sombrero";"3";"sombrero";"sombrero,sombreo,sobrero,sombreros,sombre ro,sombre-ro"
"somos";"2";"somos";"somos,somo,somas,semos,soros,romos,nomos,sosos,sotos,tomos,solos,lomos,sumos,momos,pomos"
"son";"31";"son";"son,nos,don,sin,so,sonó,soná,soné,san,sen,sor,ron,ion,non,con"
"sonaban";"1";"sonaban";"sonaban,donaban,sobaban,sonaba,asonaban,sornaban,sondaban,sanaban,sonaran,sonabas,tonaban,solaban,sopaban"
"sonar";"1";"sonar";"sonar,donar,sobar,sonara,asonar,sonare,sornar,sondar,sonará,sonaré,sorna,sanar,sosar,sotar,tonar"
"sonreír";"1";"sonreÃ­r";"sonreÃ­r"
"sonríe";"1";"sonrose";"sonrose"
"sonrisa";"1";"sonrisa";"sonrisa,sonrosa,sonrisas,sonriso,son risa,son-risa"
"soñabas";"1";"sonabas";"sonabas,solabas,sopabas,sobabas,soasabas,sobajabas,sobas"
"soñado";"1";"sonado";"sonado,solado,sopado,sobado,sondado"
"sordo";"4";"sordo";"sordo,dorso,soro,asordo,sordos,sorda,sardo,sorno,sondo,tordo,surdo,sorbo,bordo,sorgo,gordo"
"sordomudos";"1";"sordomudos";"sordomudos,sordomudo,sordomudas,sordo mudos,sordo-mudos"
"sorna";"1";"sorna";"sorna,sorná,dorna,sorba,sora,orna,sornar,sornan,sornas,sornad,ornas,sonar,sarna,sorne,serna"
"sorprendida";"1";"sorprendida";"sorprendida,sorprendidas,sorprendido,sor prendida,sor-prendida"
"sorprendidas";"1";"sorprendidas";"sorprendidas,sorprendida,sorprendidos,sor prendidas,sor-prendidas"
"sorprendido";"1";"sorprendido";"sorprendido,sorprendidos,sorprendida,sor prendido,sor-prendido"
"sorpresa";"2";"sorpresa";"sorpresa,sorpresas,sor presa,sor-presa"
"sorpresaaa";"1";"sorpresa";"sorpresa,represora"
"sostén";"2";"sostÃ©n";"sostÃ©n"
"sostenido";"1";"sostenido";"sostenido,sostenidos,sostenida,sustenido"
"soy";"31";"soy";"soy,doy,so,sor,son,coy,sol,voy,hoy,so y"
"speak";"2";"aspea";"aspea"
"sr";"3";"ar";"ar,se,ser,sor,sur,so,si,ir,su,gr,sé"
"stop";"1";"top";"top,tops"
"su";"131";"su";"su,si,u,sur,sus,se,so,cu,tu,mu,pu,bu,fu,ju,sé"
"suban";"1";"suban";"suban,suba,subían,suben,soban,subas,sudan,suman"
"subcampeón";"1";"campesino";"campesino"
"sube";"4";"sube";"sube,suben,subes,suba,sabe,sebe,subo,sobe,nube,sude,sume,supe,hube,subí,su be"
"subí";"1";"subí";"subí,subía,subís,suba,sube,subo,sumí"
"subiendo";"1";"subiendo";"subiendo,subtiendo,sabiendo,sumiendo"
"subnormal";"2";"subnormal";"subnormal"
"sucedió";"2";"sucedió";"sucedió,su cedió,su-cedió"
"sucio";"1";"sucio";"sucio,sucios,sucia,sacio,rucio,socio,lucio"
"sudando";"1";"sudando";"sudando,dudando,sudado,sedando,sumando,mudando,su dando,su-dando,sudan do,sudan-do"
"sudar";"1";"sudar";"sudar,rudas,dudar,suda,sudara,sudare,sudará,sudaré,surda,sedar,sudor,sudan,sudas,sudad,sumar"
"sudará";"1";"sudara";"sudara,sudará,dudará,sudar,sudarán,sudarás,sudare,sedará,sumará,mudará,sudaré"
"suegra";"13";"suegra";"suegra,suegras,segura,suegro"
"suegras";"1";"suegras";"suegras,suegra,seguras,suegros"
"sueldo";"2";"sueldo";"sueldo,suelo,sueldos,suelda,suelde,suelto,gueldo"
"suelo";"4";"suelo";"suelo,duelo,asuelo,suelos,suelto,sueldo,suela,suele,suero,sueno,sueco,cuelo,muelo,suplo,vuelo"
"suelta";"1";"suelta";"suelta,suela,sueltan,sueltas,suelte,suelto,suelda,vuelta"
"sueltos";"1";"sueltos";"sueltos,suelto,suelos,sueltas,sueltes,sueldos,vueltos"
"suena";"1";"suena";"suena,siena,sena,asuena,suenan,suenas,suene,sueno,sueca,suela,buena,quena"
"suenen";"1";"suenen";"suenen,suene,asuenen,suenan,suenes,suelen"
"sueño";"1";"suero";"suero,sueno,sueco,suelo"
"sueños";"1";"sueros";"sueros,suenos,suecos,suelos"
"suerte";"2";"suerte";"suerte,surte,serte,suertes,sueste,suelte,muerte,fuerte"
"suficiente";"2";"suficiente";"suficiente,suficientes"
"sufro";"1";"sufro";"sufro,sufra,sufre,suero,sufrí"
"suicida";"1";"suicida";"suicida,suicidá,suicidar,suicidan,suicidas,suicidad,suicide,suicido,suicidó,suicidé"
"suicidó";"1";"suicido";"suicido,suicidó,suicida,suicide,suicidá,suicidé"
"suiza";"2";"suiza";"suiza,Suiza,suizas,suizo,zuiza,su iza,su-iza"
"sujetador";"2";"sujetador";"sujetador,sujetado,sujetadora,sujetados"
"suma";"1";"suma";"suma,sumá,musa,duma,sima,asuma,sumar,suman,sumas,sumad,sumía,sama,sume,sumo,soma"
"sumamente";"1";"sumamente";"sumamente,suma mente,suma-mente"
"supe";"2";"supe";"supe,puse,upe,suple,upes,supo,sope,cupe,tupe,sude,sume,pupe,sube,hupe,su pe"
"super";"2";"supe";"supe,supera,supere,supero,superó,superá,superé"
"súper";"1";"espere";"espere"
"superado";"1";"superado";"superado,superad,superador,superando,superados,superada,supurado,supera do,supera-do,superad o"
"superficiales";"1";"superficiales";"superficiales,superficial es,superficial-es"
"superfume";"1";"su perfume";"su perfume,su-perfume,perfume"
"superheroes";"1";"superiores";"superiores"
"superheroina";"1";"supererogatoria";"supererogatoria"
"superman";"1";"superan";"superan,superaran"
"supermercado";"1";"supermercado";"supermercado,supermercados"
